UNIQUE_ID,start_lat,start_lon,end_lat,end_lon,distance_km
196542710,18.5887222,73.7030089,18.5887239,73.703024,0.0016026922904817885
315396716,18.5992754,73.7295942,18.5843511,73.7551447,3.163107088497658
565024602,18.588483,73.7038475,18.5994318,73.7290114,2.9181362354247606
1457788001,18.588473,73.7036814,18.5888148,73.7030316,0.07832432499334173
1949307084,18.5876648,73.7499787,18.5885685,73.7031658,4.934840340351428
2002117233,18.5850555,73.7540763,18.6137009,73.769481,3.575090792894371
