id,heartbeat_json
49,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T11:59:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887611""},{""Key"":""Last Known Longitude"",""Value"":""73.7030207""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
50,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T12:29:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887611""},{""Key"":""Last Known Longitude"",""Value"":""73.7030207""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
51,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T12:59:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887611""},{""Key"":""Last Known Longitude"",""Value"":""73.7030207""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
52,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T13:29:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887611""},{""Key"":""Last Known Longitude"",""Value"":""73.7030207""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
53,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T13:59:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887611""},{""Key"":""Last Known Longitude"",""Value"":""73.7030207""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
54,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T14:29:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887611""},{""Key"":""Last Known Longitude"",""Value"":""73.7030207""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
55,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T14:59:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887854""},{""Key"":""Last Known Longitude"",""Value"":""73.7030119""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
56,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T15:29:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887854""},{""Key"":""Last Known Longitude"",""Value"":""73.7030119""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
57,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T15:59:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887854""},{""Key"":""Last Known Longitude"",""Value"":""73.7030119""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
58,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T16:29:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887444""},{""Key"":""Last Known Longitude"",""Value"":""73.7030107""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
59,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T16:30:03+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887444""},{""Key"":""Last Known Longitude"",""Value"":""73.7030107""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
60,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T16:30:05+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":4,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""4""},{""Key"":""Last Known Latitude"",""Value"":""18.5887444""},{""Key"":""Last Known Longitude"",""Value"":""73.7030107""},{""Key"":""Reason"",""Value"":""Track start""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
61,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T16:35:07+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":5,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""5""},{""Key"":""Last Known Latitude"",""Value"":""18.5439256""},{""Key"":""Last Known Longitude"",""Value"":""73.7405727""},{""Key"":""Reason"",""Value"":""Track end""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
62,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T16:58:19+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":5,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""5""},{""Key"":""Last Known Latitude"",""Value"":""18.5890659""},{""Key"":""Last Known Longitude"",""Value"":""73.7030164""},{""Key"":""Reason"",""Value"":""Charging end""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
63,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T17:28:19+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":5,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Unplugged""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""5""},{""Key"":""Last Known Latitude"",""Value"":""18.5890659""},{""Key"":""Last Known Longitude"",""Value"":""73.7030164""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
64,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T17:47:53+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":5,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Charging""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""5""},{""Key"":""Last Known Latitude"",""Value"":""18.5890659""},{""Key"":""Last Known Longitude"",""Value"":""73.7030164""},{""Key"":""Reason"",""Value"":""Charging start""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
65,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T17:51:50+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":5,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""5""},{""Key"":""Last Known Latitude"",""Value"":""18.5890659""},{""Key"":""Last Known Longitude"",""Value"":""73.7030164""},{""Key"":""Reason"",""Value"":""Regular""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
66,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T17:51:54+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":5,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""5""},{""Key"":""Last Known Latitude"",""Value"":""18.5890659""},{""Key"":""Last Known Longitude"",""Value"":""73.7030164""},{""Key"":""Reason"",""Value"":""Track start""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
67,"{""ChargeLevel"":100.0,""CreatedDate"":""2025-03-19T17:55:03+0530"",""GPSEnabled"":true,""RealTimeLocationEnabled"":false,""MobileDataEnabled"":false,""NotLoadTripsCount"":6,""Params"":[{""Key"":""Network Provider Enabled"",""Value"":""1""},{""Key"":""Device Has Rooted"",""Value"":""0""},{""Key"":""Has Mock Location"",""Value"":""0""},{""Key"":""Jail broken"",""Value"":""0""},{""Key"":""Sdk Version"",""Value"":""2.2.263(338)""},{""Key"":""Device OS Version"",""Value"":""OS: android : 8.0.0 : O : sdk \u003d 26""},{""Key"":""Device Model"",""Value"":""Samsung SM-G570F""},{""Key"":""Application"",""Value"":""com.example.accuratedamoov, 1.0.1""},{""Key"":""Battery Charge State"",""Value"":""Full""},{""Key"":""GPS Permissions Granted"",""Value"":""1""},{""Key"":""Motion Activity Available"",""Value"":""1""},{""Key"":""GpsSensorAvailable"",""Value"":""1""},{""Key"":""Low Power Mode"",""Value"":""false""},{""Key"":""User Enabled Tracking"",""Value"":""true""},{""Key"":""DeviceId"",""Value"":""794914eab1e39433""},{""Key"":""StartTrackingCount"",""Value"":""6""},{""Key"":""Last Known Latitude"",""Value"":""18.587878""},{""Key"":""Last Known Longitude"",""Value"":""73.7037593""},{""Key"":""Reason"",""Value"":""Track end""},{""Key"":""BluetoothEnabled"",""Value"":""true""},{""Key"":""isHfEnabled"",""Value"":""true""}],""WifiEnabled"":true}"
