ID,timeStart,max,min,quantile_95,median,quantile_05,UNIQUE_ID,type,synced
189,1742440589397.0,7.0,6.2,7.0,6.8,6.4,1949307084,Cornering,0
190,1742440605250.0,7.2,7.0,7.2,7.0,7.0,1949307084,Acceleration,0
191,1742440648989.0,11.0,7.8,11.0,9.5,7.8,1949307084,Acceleration,0
192,1742440660400.0,11.0,9.6,10.6,10.4,9.6,1949307084,Acceleration,0
193,1742440662137.0,10.4,7.333,10.4,9.6,8.0,1949307084,Braking,0
194,1742440660480.0,10.6,6.833,10.6,9.6,7.333,1949307084,Cornering,0
195,1742440681039.0,6.833,6.0,6.8,6.4,6.0,1949307084,Braking,0
196,1742440682271.0,7.6,6.0,7.6,6.8,6.0,1949307084,Cornering,0
197,1742440688185.0,7.6,6.4,7.6,7.0,6.4,1949307084,Acceleration,0
198,1742440707630.0,6.0,6.0,6.0,6.0,6.0,1949307084,Acceleration,0
199,1742440709022.0,6.166,6.0,6.166,6.0,6.0,1949307084,Cornering,0
200,1742440724331.0,8.0,7.333,8.0,7.666,7.333,1949307084,Acceleration,0
201,1742440732320.0,8.0,8.0,8.0,8.0,8.0,1949307084,Acceleration,0
202,1742440723601.0,8.2,7.2,8.0,8.0,7.333,1949307084,Cornering,0
203,1742440733988.0,10.666,8.0,9.833,8.2,8.0,1949307084,Braking,0
204,1742440767166.0,13.166,11.833,13.0,13.0,12.0,1949307084,Cornering,0
205,1742440802707.0,14.4,14.2,14.4,14.4,14.2,1949307084,Acceleration,0
206,1742440821791.0,22.831,18.645,22.831,20.843,18.645,1949307084,Acceleration,0
207,1742440788440.0,24.978,13.8,23.2,14.4,14.0,1949307084,Cornering,0
208,1742440842491.0,24.962,23.295,24.962,24.473,23.295,1949307084,Cornering,0
209,1742440852431.0,24.874,21.406,24.201,23.283,21.406,1949307084,Cornering,0
210,1742440865866.0,21.712,17.8329,21.712,20.177,18.605,1949307084,Cornering,0
211,1742440880744.0,20.015,16.702,20.015,17.736,16.702,1949307084,Braking,0
212,1742440879037.0,20.609,16.5189,20.527,18.646,16.5189,1949307084,Acceleration,0
213,1742440879117.0,20.885,16.5189,20.885,18.646,16.5189,1949307084,Cornering,0
214,1742440984171.0,23.184,19.907,23.184,22.15,19.907,1949307084,Cornering,0
215,1742440991313.0,19.907,12.2,19.907,14.666,12.4,1949307084,Cornering,0
216,1742440983993.0,23.184,12.2,23.004,14.666,12.2,1949307084,Braking,0
217,1742441002610.0,13.6,12.2,13.6,12.5,12.2,1949307084,Acceleration,0
218,1742441007835.0,14.0,12.8,14.0,13.8,12.8,1949307084,Braking,0
219,1742440999217.0,16.2,12.2,15.4,13.2,12.2,1949307084,Cornering,0
220,1742441011603.0,17.8,13.8,17.8,15.4,13.8,1949307084,Acceleration,0
221,1742441019025.0,17.8,15.6,17.8,17.0,16.0,1949307084,Braking,0
222,1742441019382.0,17.8,14.166,17.8,16.0,14.6,1949307084,Cornering,0
223,1742441024070.0,17.0,13.5,16.0,15.4,13.5,1949307084,Acceleration,0
