ID,latitude,longitude,timestamp,tick_timestamp,speed_kmh,midSpeed,course,height,acceleration,deceleration,lateral,yaw,total_meters,established_indexA,established_indexB,start_date,end_date,unique_id,number,device_id,acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,acceleration_x_original,acceleration_y_original,acceleration_z_original,gyroscope_x_original,gyroscope_y_original,gyroscope_z_original,accuracy,screen_on,screen_blocked,vehicle_indicators,quantile,safe_score,risk_factor,total_penalty,star_rating
4984,18.590702,73.7049832,2025-03-20 03:22:35,1742440955,5.86859867325984e-05,5.86859867325984e-05,0.0,560399,4.713187597769914e-07,4.623637033412286e-06,0.0,0.0,9108.80727597516,1,0,,,1949307084,1095,794914eab1e39433,0.0,-2.315270268734732e-07,0.9985857511017998,0.0,0.0,0.0,2.767697095870972,0.8044517636299133,-9.362525939941406,0.0,0.0,0.0,72.4469985961914,0,1,,"{""AccZ"":{""max"":9.7926,""median"":9.7823,""min"":9.775,""quantile_05"":9.7786,""quantile_95"":9.7869},""AccY"":{""max"":0.0116,""median"":0.0017,""min"":-0.0058,""quantile_05"":-0.0036,""quantile_95"":0.0095},""AccX"":{""max"":0.0164,""median"":0.0055,""min"":-0.007,""quantile_05"":-0.0046,""quantile_95"":0.0107},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4983,18.5906994,73.7049812,2025-03-20 03:22:34,1742440954,0.0003737611114047,0.0003737611114047,0.0,560399,9.984946373520402e-07,9.795232392423515e-06,0.0,0.0,9108.807259673498,1,0,,,1949307084,1094,794914eab1e39433,0.0,2.653299220368576e-06,0.9969739841744968,0.0,0.0,0.0,2.767697095870972,0.8068459630012512,-9.345766067504885,0.0,0.0,0.0,71.41300201416016,0,1,,"{""AccZ"":{""max"":9.7926,""median"":9.7823,""min"":9.775,""quantile_05"":9.7786,""quantile_95"":9.7869},""AccY"":{""max"":0.0116,""median"":0.0017,""min"":-0.0058,""quantile_05"":-0.0036,""quantile_95"":0.0095},""AccX"":{""max"":0.0164,""median"":0.0055,""min"":-0.007,""quantile_05"":-0.0046,""quantile_95"":0.0107},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4982,18.5907219,73.7049986,2025-03-20 03:22:33,1742440953,0.0002972589049022,0.0002972589049022,0.0,560399,-2.060059123571285e-07,-2.02091800022343e-06,0.0,0.0,9108.807155850967,1,0,,,1949307084,1093,794914eab1e39433,0.0,-2.485534756675973e-06,0.9981268190168184,0.0,0.0,0.0,2.767697095870972,0.7912836670875549,-9.35893440246582,0.0,0.0,0.0,70.02899932861328,0,1,,"{""AccZ"":{""max"":9.7926,""median"":9.7823,""min"":9.775,""quantile_05"":9.7786,""quantile_95"":9.7869},""AccY"":{""max"":0.0116,""median"":0.0017,""min"":-0.0058,""quantile_05"":-0.0036,""quantile_95"":0.0095},""AccX"":{""max"":0.0164,""median"":0.0055,""min"":-0.007,""quantile_05"":-0.0046,""quantile_95"":0.0107},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4980,18.588449,73.7032501,2025-03-20 03:22:31,1742440951,0.0,0.0,0.0,560399,3.5500411315313655e-07,3.4825903500322697e-06,0.0,0.0,8933.83456961694,1,0,,,1949307084,1091,794914eab1e39433,0.0,6.812371411880944e-07,0.997668095837662,0.0,0.0,0.0,2.7748796939849854,0.8092401623725891,-9.35055446624756,0.0,0.0,0.0,62.45000076293945,0,1,,"{""AccZ"":{""max"":9.7926,""median"":9.7823,""min"":9.775,""quantile_05"":9.7786,""quantile_95"":9.7869},""AccY"":{""max"":0.0116,""median"":0.0017,""min"":-0.0058,""quantile_05"":-0.0036,""quantile_95"":0.0095},""AccX"":{""max"":0.0164,""median"":0.0055,""min"":-0.007,""quantile_05"":-0.0046,""quantile_95"":0.0107},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4979,18.5890566,73.7030168,2025-03-20 03:22:30,1742440950,0.0001373897655867,0.0001373897655867,0.0,551000,1.1438283828592857e-06,1.1220956435849591e-05,0.0,0.0,8933.83456961694,1,0,,,1949307084,1090,794914eab1e39433,0.0,1.650637669023632e-06,0.9994180194614088,0.0,0.0,0.0,2.779668092727661,0.8068459630012512,-9.367314338684082,0.0,0.0,0.0,24.746999740600582,0,1,,"{""AccZ"":{""max"":9.8028,""median"":9.7895,""min"":9.7737,""quantile_05"":9.7768,""quantile_95"":9.7978},""AccY"":{""max"":0.0134,""median"":0.0038,""min"":-0.007,""quantile_05"":-0.0044,""quantile_95"":0.0104},""AccX"":{""max"":0.016,""median"":0.0056,""min"":-0.0064,""quantile_05"":-0.0039,""quantile_95"":0.011},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4978,18.5890572,73.7030166,2025-03-20 03:22:29,1742440949,0.0001870154519565,0.0001870154519565,0.0,551000,-5.640194105781043e-07,-5.533030417771204e-06,0.0,0.0,8933.834531453116,1,0,,,1949307084,1089,794914eab1e39433,0.0,-1.293467487604096e-06,0.9991493066285416,0.0,0.0,0.0,2.78086519241333,0.7984662652015686,-9.364919662475586,0.0,0.0,0.0,24.7509994506836,0,1,,"{""AccZ"":{""max"":9.8124,""median"":9.7991,""min"":9.7336,""quantile_05"":9.7668,""quantile_95"":9.8047},""AccY"":{""max"":0.0121,""median"":0.0046,""min"":-0.0015,""quantile_05"":3.0E-4,""quantile_95"":0.0099},""AccX"":{""max"":0.0174,""median"":0.0048,""min"":-0.0058,""quantile_05"":-0.0023,""quantile_95"":0.0111},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4977,18.5890564,73.7030169,2025-03-20 03:22:28,1742440948,0.0002447521750582,0.0002447521750582,0.0,551000,-1.069850165075763e-06,-1.0495230119393235e-05,0.0,0.0,8933.83447950438,1,0,,,1949307084,1088,794914eab1e39433,0.0,4.017122121487059e-07,0.9983584425260922,0.0,0.0,0.0,2.779668092727661,0.8056488633155823,-9.35654067993164,0.0,0.0,0.0,24.738000869750977,0,1,,"{""AccZ"":{""max"":9.8066,""median"":9.7995,""min"":9.7821,""quantile_05"":9.7903,""quantile_95"":9.8058},""AccY"":{""max"":0.0183,""median"":0.0056,""min"":-0.0068,""quantile_05"":-0.0044,""quantile_95"":0.0135},""AccX"":{""max"":0.0117,""median"":0.0047,""min"":-0.0129,""quantile_05"":-0.0062,""quantile_95"":0.01},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4976,18.5890559,73.7030172,2025-03-20 03:22:27,1742440947,0.0042404463049024,0.0042404463049024,0.0,551000,7.949958798698082e-07,7.798909581522818e-06,0.0,0.0,8933.834411517664,1,0,,,1949307084,1087,794914eab1e39433,0.0,-2.167304641398704e-07,0.9970917599772088,0.0,0.0,0.0,2.7664999961853027,0.7972691655158997,-9.34816074371338,0.0,0.0,0.0,24.72900009155273,0,1,,"{""AccZ"":{""max"":9.804,""median"":9.796,""min"":9.7874,""quantile_05"":9.7897,""quantile_95"":9.8018},""AccY"":{""max"":0.0122,""median"":0.0048,""min"":-0.0042,""quantile_05"":-0.0024,""quantile_95"":0.0093},""AccX"":{""max"":0.0108,""median"":0.0037,""min"":-0.0023,""quantile_05"":-6.0E-4,""quantile_95"":0.0087},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4973,18.5884586,73.7032505,2025-03-20 03:22:24,1742440944,3.021507382392884,3.021507382392884,339.98492431640625,560399,-5.0174619679210526e-08,-4.922130190530553e-07,0.0,0.0,8551.332836887397,1,0,,,1949307084,1084,794914eab1e39433,0.0,2.177603731885811e-07,0.998502710308628,0.0,0.0,0.0,2.7772738933563232,0.8032546639442444,-9.35893440246582,0.0,0.0,0.0,50.37900161743164,0,1,,"{""AccZ"":{""max"":9.8053,""median"":9.7967,""min"":9.7842,""quantile_05"":9.7873,""quantile_95"":9.8023},""AccY"":{""max"":0.0181,""median"":0.0078,""min"":-0.0062,""quantile_05"":0.001,""quantile_95"":0.0152},""AccX"":{""max"":0.0147,""median"":0.0044,""min"":-0.0061,""quantile_05"":-0.0044,""quantile_95"":0.0103},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4972,18.5884561,73.7032512,2025-03-20 03:22:23,1742440943,2.9529123544692992,2.9529123544692992,339.6788635253906,560399,9.641507157659965e-08,9.458318521664428e-07,0.0,0.0,8550.493529281177,1,0,,,1949307084,1083,794914eab1e39433,0.0,-5.188695409411831e-07,0.998681036792318,0.0,0.0,0.0,2.7760767936706543,0.8008604645729065,-9.361329078674316,0.0,0.0,0.0,46.56800079345703,0,1,,"{""AccZ"":{""max"":9.8053,""median"":9.7967,""min"":9.7842,""quantile_05"":9.7873,""quantile_95"":9.8023},""AccY"":{""max"":0.0181,""median"":0.0078,""min"":-0.0062,""quantile_05"":0.001,""quantile_95"":0.0152},""AccX"":{""max"":0.0147,""median"":0.0044,""min"":-0.0061,""quantile_05"":-0.0044,""quantile_95"":0.0103},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4971,18.5884617,73.7032412,2025-03-20 03:22:22,1742440942,6.172633695602417,0.0,0.0,560399,-3.4517997861165885e-07,-3.386215590180373e-06,0.0,0.0,8549.669994835653,1,0,,,1949307084,1082,794914eab1e39433,0.0,1.9975768630751609e-07,0.997322539681498,0.0,0.0,0.0,2.7760767936706543,0.8056488633155823,-9.346963882446287,0.0,0.0,0.0,40.65999984741211,0,1,,"{""AccZ"":{""max"":9.8053,""median"":9.7967,""min"":9.7842,""quantile_05"":9.7873,""quantile_95"":9.8023},""AccY"":{""max"":0.0181,""median"":0.0078,""min"":-0.0062,""quantile_05"":0.001,""quantile_95"":0.0152},""AccX"":{""max"":0.0147,""median"":0.0044,""min"":-0.0061,""quantile_05"":-0.0044,""quantile_95"":0.0103},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4970,18.5890612,73.7030316,2025-03-20 03:22:20,1742440940,0.0905791506171226,0.0905791506171226,0.0,551000,2.271279974342856e-07,2.2281256548303417e-06,0.0,0.0,8546.244183134593,1,0,,,1949307084,1081,794914eab1e39433,0.0,2.227199190576436e-06,0.9982006180099824,0.0,0.0,0.0,2.7748796939849854,0.8032546639442444,-9.35654067993164,0.0,0.0,0.0,26.131000518798828,0,1,,"{""AccZ"":{""max"":9.8053,""median"":9.7967,""min"":9.7842,""quantile_05"":9.7873,""quantile_95"":9.8023},""AccY"":{""max"":0.0181,""median"":0.0078,""min"":-0.0062,""quantile_05"":0.001,""quantile_95"":0.0152},""AccX"":{""max"":0.0147,""median"":0.0044,""min"":-0.0061,""quantile_05"":-0.0044,""quantile_95"":0.0103},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4969,18.5890607,73.7030309,2025-03-20 03:22:19,1742440939,2.6258654594421387,2.6258654594421387,339.9868469238281,551000,7.700967955406662e-07,7.554649564253936e-06,0.0,0.0,8546.219022259422,1,0,,,1949307084,1080,794914eab1e39433,0.0,-1.4516648348451791e-06,0.9990995873589454,0.0,0.0,0.0,2.7700912952423096,0.7876923680305481,-9.368511199951172,0.0,0.0,0.0,25.3799991607666,0,1,,"{""AccZ"":{""max"":9.8053,""median"":9.7967,""min"":9.7842,""quantile_05"":9.7873,""quantile_95"":9.8023},""AccY"":{""max"":0.0181,""median"":0.0078,""min"":-0.0062,""quantile_05"":0.001,""quantile_95"":0.0152},""AccX"":{""max"":0.0147,""median"":0.0044,""min"":-0.0061,""quantile_05"":-0.0044,""quantile_95"":0.0103},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4968,18.5890592,73.7030302,2025-03-20 03:22:18,1742440938,2.585249948501587,2.585249948501587,339.95672607421875,551000,-1.138486270853908e-06,-1.1168550317076838e-05,0.0,0.0,8545.489615187355,1,0,,,1949307084,1079,794914eab1e39433,0.0,1.803440607478464e-07,0.9992136941805216,0.0,0.0,0.0,2.782062292098999,0.8020575642585754,-9.364919662475586,0.0,0.0,0.0,24.617000579833984,0,1,,"{""AccZ"":{""max"":9.8092,""median"":9.7978,""min"":9.7889,""quantile_05"":9.7906,""quantile_95"":9.803},""AccY"":{""max"":0.0236,""median"":0.0111,""min"":9.0E-4,""quantile_05"":0.0052,""quantile_95"":0.0182},""AccX"":{""max"":0.0154,""median"":0.0054,""min"":-0.005,""quantile_05"":-0.0032,""quantile_95"":0.0103},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4967,18.5890584,73.703029,2025-03-20 03:22:17,1742440937,2.406181383132935,2.406181383132935,339.526123046875,551000,2.8984309317601068e-06,2.8433607440566648e-05,0.0,0.0,8544.77149020166,1,0,,,1949307084,1078,794914eab1e39433,0.0,7.672038221198604e-07,0.9979575615249822,0.0,0.0,0.0,2.7688941955566406,0.7948749661445618,-9.35654067993164,0.0,0.0,0.0,23.8759994506836,0,1,,"{""AccZ"":{""max"":9.8017,""median"":9.7902,""min"":9.7272,""quantile_05"":9.7549,""quantile_95"":9.798},""AccY"":{""max"":0.0216,""median"":0.0117,""min"":0.0046,""quantile_05"":0.0052,""quantile_95"":0.0187},""AccX"":{""max"":0.0251,""median"":0.0087,""min"":-0.0016,""quantile_05"":-0.0012,""quantile_95"":0.0192},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4966,18.5890611,73.7030257,2025-03-20 03:22:16,1742440936,0.0010992143070325,0.0010992143070325,0.0,551000,-5.217923218839975e-06,-5.118782677682016e-05,0.0,0.0,8544.103106484123,1,0,,,1949307084,1077,794914eab1e39433,0.0,-1.4267057037155706e-07,0.99681535696071,0.0,0.0,0.0,2.784456491470337,0.7996633648872375,-9.339780807495115,0.0,0.0,0.0,22.902000427246094,0,1,,"{""AccZ"":{""max"":9.7969,""median"":9.7807,""min"":9.7656,""quantile_05"":9.7707,""quantile_95"":9.7898},""AccY"":{""max"":0.0209,""median"":0.0133,""min"":0.0028,""quantile_05"":0.0043,""quantile_95"":0.0189},""AccX"":{""max"":0.0231,""median"":0.0125,""min"":0.0068,""quantile_05"":0.0078,""quantile_95"":0.0195},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4965,18.5890677,73.7030179,2025-03-20 03:22:15,1742440935,0.0023096841294318,0.0023096841294318,0.0,551000,3.5628849123643844e-06,3.495190099029461e-05,0.0,0.0,8544.102801146815,1,0,,,1949307084,1076,794914eab1e39433,0.0,2.758273765419704e-07,0.9960588147440635,0.0,0.0,0.0,2.7437551021575928,0.7793126702308655,-9.345766067504885,0.0,0.0,0.0,21.76000022888184,0,1,,"{""AccZ"":{""max"":9.8079,""median"":9.7928,""min"":9.774,""quantile_05"":9.7787,""quantile_95"":9.803},""AccY"":{""max"":0.0235,""median"":0.0126,""min"":0.0033,""quantile_05"":0.0055,""quantile_95"":0.0203},""AccX"":{""max"":0.0293,""median"":0.0114,""min"":-0.0093,""quantile_05"":0.0035,""quantile_95"":0.0175},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4964,18.589069,73.7030174,2025-03-20 03:22:14,1742440934,0.0725686468183994,0.0725686468183994,0.0,551000,1.6335049537641497e-08,1.602468359642631e-07,0.0,0.0,8544.10215956789,1,0,,,1949307084,1075,794914eab1e39433,0.0,6.790361326223543e-07,0.9988896587588892,0.0,0.0,0.0,2.7772738933563232,0.7936778664588928,-9.363722801208496,0.0,0.0,0.0,21.94099998474121,0,1,,"{""AccZ"":{""max"":9.804,""median"":9.795,""min"":9.785,""quantile_05"":9.7865,""quantile_95"":9.8015},""AccY"":{""max"":0.0256,""median"":0.0169,""min"":0.0105,""quantile_05"":0.0132,""quantile_95"":0.0214},""AccX"":{""max"":0.0216,""median"":0.0108,""min"":0.0062,""quantile_05"":0.0072,""quantile_95"":0.0179},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4963,18.5890682,73.703018,2025-03-20 03:22:13,1742440933,2.1215380668640136,2.1215380668640136,339.9813232421875,551000,-9.801477329452914e-07,-9.615249260193308e-06,0.0,0.0,8544.08200161044,1,0,,,1949307084,1074,794914eab1e39433,0.0,-1.802657631174649e-06,0.9993982046998052,0.0,0.0,0.0,2.7760767936706543,0.788889467716217,-9.369708061218262,0.0,0.0,0.0,22.117000579833984,0,1,,"{""AccZ"":{""max"":9.8036,""median"":9.7919,""min"":9.7354,""quantile_05"":9.7835,""quantile_95"":9.8014},""AccY"":{""max"":0.0262,""median"":0.0184,""min"":0.0086,""quantile_05"":0.0115,""quantile_95"":0.0245},""AccX"":{""max"":0.0238,""median"":0.0145,""min"":0.0065,""quantile_05"":0.0081,""quantile_95"":0.019},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4962,18.58906,73.7030222,2025-03-20 03:22:11,1742440931,1.897306251525879,1.897306251525879,339.3242492675781,551000,1.2548006743157791e-06,1.2309594615037796e-05,0.0,0.0,8542.903958667202,1,0,,,1949307084,1073,794914eab1e39433,0.0,1.3994894253277174e-06,0.9968919644753874,0.0,0.0,0.0,2.7688941955566406,0.8068459630012512,-9.344569206237791,0.0,0.0,0.0,22.415000915527344,0,1,,"{""AccZ"":{""max"":9.7943,""median"":9.7827,""min"":9.771,""quantile_05"":9.7747,""quantile_95"":9.793},""AccY"":{""max"":0.0316,""median"":0.0227,""min"":0.0119,""quantile_05"":0.0147,""quantile_95"":0.0291},""AccX"":{""max"":0.0281,""median"":0.0196,""min"":0.0088,""quantile_05"":0.0104,""quantile_95"":0.0261},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4961,18.5890544,73.7030267,2025-03-20 03:22:10,1742440930,0.0004108186578378,0.0004108186578378,0.0,551000,-1.4867978194832411e-06,-1.4585486609130596e-05,0.0,0.0,8542.37692915289,1,0,,,1949307084,1072,794914eab1e39433,0.0,-1.2254306359656737e-06,0.9981082963243274,0.0,0.0,0.0,2.7760767936706543,0.8020575642585754,-9.355342864990234,0.0,0.0,0.0,22.847999572753903,0,1,,"{""AccZ"":{""max"":9.7975,""median"":9.7889,""min"":9.7742,""quantile_05"":9.7776,""quantile_95"":9.796},""AccY"":{""max"":0.0368,""median"":0.0251,""min"":0.0147,""quantile_05"":0.0168,""quantile_95"":0.0289},""AccX"":{""max"":0.0296,""median"":0.0202,""min"":0.0122,""quantile_05"":0.0143,""quantile_95"":0.0253},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4960,18.5890563,73.7030255,2025-03-20 03:22:09,1742440929,0.0013262538705021,0.0013262538705021,0.0,551000,1.3545013911628503e-06,1.3287658647307564e-05,0.0,0.0,8542.376815036596,1,0,,,1949307084,1071,794914eab1e39433,0.0,1.7685352921585013e-06,0.9981987112669732,0.0,0.0,0.0,2.7700912952423096,0.8056488633155823,-9.35773754119873,0.0,0.0,0.0,22.62700080871582,0,1,,"{""AccZ"":{""max"":9.8008,""median"":9.7918,""min"":9.7792,""quantile_05"":9.7832,""quantile_95"":9.7988},""AccY"":{""max"":0.039,""median"":0.0318,""min"":0.021,""quantile_05"":0.0242,""quantile_95"":0.0373},""AccX"":{""max"":0.0304,""median"":0.0187,""min"":0.0135,""quantile_05"":0.0151,""quantile_95"":0.0258},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
4959,18.5890582,73.703024,2025-03-20 03:22:08,1742440928,0.0487248681485652,0.0487248681485652,0.0,551000,1.1614266261179775e-06,1.139359520221736e-05,0.0,0.0,8542.376446632743,1,0,,,1949307084,1070,794914eab1e39433,0.0,1.3443861115654984e-06,0.9979645701960816,0.0,0.0,0.0,2.7724854946136475,0.7972691655158997,-9.355342864990234,0.0,0.0,0.0,22.415000915527344,0,1,,"{""AccZ"":{""max"":9.8061,""median"":9.7926,""min"":9.7846,""quantile_05"":9.7851,""quantile_95"":9.7998},""AccY"":{""max"":0.042,""median"":0.0324,""min"":0.0222,""quantile_05"":0.0245,""quantile_95"":0.0382},""AccX"":{""max"":0.0327,""median"":0.0214,""min"":0.0085,""quantile_05"":0.0124,""quantile_95"":0.0302},""GyroX"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroZ"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0},""GyroY"":{""max"":0.0,""median"":0.0,""min"":0.0,""quantile_05"":0.0,""quantile_95"":0.0}}",4.96,19.1627,94.5649,1.0
